transaction_id,date,account_number,transaction_type,amount,currency,status,merchant,location
fc9bed4f-8a31-42b4-beef-96503e297738,2024-09-02,GB25PISH31378870628710,Withdrawal,4716.72,GBP,Completed,"Griffin, Mendez and Harris",New Jessicachester
3130e70f-b225-4e04-8f32-bc773e1ed958,2024-10-06,GB26GPXR25017032689955,Deposit,628.37,USD,Pending,N/A,East Michaelshire
57b8fdf3-9df9-4f50-b638-b933c883e270,2024-10-05,GB44NMRP14346770682971,Deposit,4843.77,CHF,Failed,Bowman Inc,Lake Monica
188f811d-c6cd-4b33-829e-c0497baae003,2024-12-27,GB42AANB55653872593463,Deposit,53.69,EUR,Completed,N/A,South Julian
7798fb58-6d5c-4151-a4b7-5f55337af0ac,2024-12-20,GB72EEGE96700877819336,Deposit,2664.2,USD,Completed,"Thomas, Arellano and Harris",East Caroline
4f49a8e4-076a-4904-ba8a-39c1fb9b2636,2024-03-29,GB60EJSR89657287185904,Deposit,1470.55,CHF,Pending,"Randall, Davis and Goodman",Port Angela
52ddf70c-c37f-47db-8e48-2c2a9860e12f,2024-04-17,GB66PWVE71704213426393,Deposit,3021.65,USD,Completed,"Giles, Martinez and Acosta",Josephside
40c476ec-2c72-4edf-83f7-db489ca71d5a,2024-12-14,GB55ZMNP42509452758770,Withdrawal,3370.28,GBP,Failed,Rodriguez PLC,Lake Katrinaton
2311bf4b-ede3-40c0-9faa-a72804121535,2024-08-26,GB91SSGV25013741782870,Deposit,4333.33,EUR,Completed,N/A,New Benjamin
46dab795-c1a0-43c6-b53b-eba0bcb29868,2025-01-19,GB74ZELB83483022578584,Deposit,461.49,USD,Pending,N/A,Leslieton
d6af9a9a-2bb7-4555-9b20-b1d8f30c6245,2024-05-21,GB13RTYS46732107498279,Transfer,2633.25,USD,Pending,N/A,Davidberg
cecb6872-37dd-4d93-b325-09790df66ec8,2024-07-13,GB53CFOD43805341285376,Payment,1575.76,GBP,Failed,"Anderson, Carrillo and Hudson",Floresview
519b2897-af63-45cb-a9c1-0673185a7234,2025-02-21,GB17EZUT80934205109982,Transfer,4863.13,USD,Pending,N/A,Danielville
b79f307c-4000-4578-8cba-cfbb5997679c,2025-02-06,GB75VZLN15438694070864,Withdrawal,25.51,GBP,Pending,N/A,Stricklandville
da500942-eca4-4377-8e16-813682b0757e,2024-12-06,GB02XNQX19968430461972,Withdrawal,1319.79,EUR,Failed,Combs-Davis,New Anita
75bf5c39-947f-44b5-b44d-3f4dd8ece4f3,2024-11-07,GB84IHXK03170946971953,Payment,3656.78,GBP,Failed,Garcia-Smith,Lake Chase
1b976701-62ad-4099-9f69-c90065c4aebe,2024-12-21,GB78OAZT12860527759422,Deposit,3055.12,USD,Pending,N/A,East Brenda
635bbbc0-d3af-48f8-b843-ae6209510ec8,2024-12-13,GB07HWXI38623359025712,Transfer,1817.98,GBP,Completed,N/A,New Kathleenmouth
68bf6306-a677-484f-b7dc-65c0200c1257,2024-03-06,GB19RWMQ12543444050320,Transfer,346.72,EUR,Failed,N/A,Youngview
ac3f713f-cf9e-430e-9adb-4270b927e846,2024-10-16,GB94PNKW96839428686082,Deposit,1533.93,CHF,Completed,"Hill, Barber and Ayers",Port Katrina
7aa4c668-edb2-46f8-b396-880be50c5495,2024-03-05,GB11RZWU50076529255630,Deposit,4920.93,GBP,Failed,N/A,North Williammouth
489db3de-9d4c-4d06-a30f-e32dfe5c7a20,2024-08-16,GB09KJWO81863155562525,Deposit,4331.36,USD,Failed,Trevino-Torres,East Denisefurt
44846f07-4b0f-4871-926e-a26df1bf81fd,2024-10-13,GB67JPLO76461476428146,Transfer,599.58,USD,Completed,"Rollins, Fuentes and Garcia",Michaelborough
3cdc66e1-fca6-4ab2-ae23-7e6ad6941c0a,2024-10-24,GB11ZEEC47475621369282,Deposit,3731.64,CHF,Completed,Everett-Swanson,Sheriville
87f3ad5c-7e3b-4bc0-8188-b689bf36ada5,2024-09-23,GB83QHGV39548371190620,Transfer,3336.81,CHF,Pending,"Scott, Murphy and Burke",East Alison
f65e1ae9-4cf3-4296-bbe3-8b7d3e756c08,2024-08-29,GB96JRHN67341938184481,Withdrawal,810.53,GBP,Completed,N/A,Krystalstad
f79e7271-0d7b-4953-8145-216d0d472435,2024-03-13,GB58GNAI04808300261553,Transfer,566.64,GBP,Pending,Stevens-White,North Ericburgh
b6d30f26-236d-4ad8-bbbf-081909bb89a5,2024-10-24,GB34GCSI80864915644029,Payment,4467.16,USD,Pending,"Mitchell, Duarte and Taylor",West Sabrinaville
044a630b-50a8-4639-baea-32bb51fd5926,2024-07-01,GB72HQQY34439434282457,Withdrawal,1311.13,CHF,Completed,N/A,Kirstenside
7b56b1d3-e3fb-45e2-8b84-9af9050676fb,2024-05-23,GB88LJWE29821271162525,Deposit,4033.58,EUR,Failed,N/A,Brownview
c706df7f-c3ef-493a-b6c9-81be1d939840,2024-07-30,GB54NEEO21204651232273,Payment,2062.07,EUR,Failed,N/A,South Joseph
2453d48d-0c5a-4204-a353-d66e6e7a38d1,2024-09-20,GB11MMWB86188173170207,Withdrawal,2645.22,USD,Failed,Marshall-Williams,Christianfurt
350de55f-1b3e-48a1-94bf-7b519d60c69b,2024-08-17,GB04SOCZ74252801288505,Transfer,4253.28,EUR,Completed,N/A,Lambberg
45677234-1b30-4b76-84c9-acdcd7760496,2024-07-24,GB34CHXP27604126506626,Deposit,4335.29,CHF,Failed,N/A,South Megan
f19cc495-3986-4b66-8ce3-5d3eef14ddd2,2024-11-12,GB25FGVW15440223146897,Transfer,2940.58,CHF,Completed,Willis Inc,North Nataliehaven
49c9a94b-5451-4284-83ba-06167e9286af,2024-07-08,GB56NOYD04878192038754,Deposit,3446.68,GBP,Completed,"Duke, Parker and Hall",East Jessicaburgh
984bc4aa-604c-4efe-8b8d-02f832eab53d,2024-07-13,GB60NDEI87560258474450,Payment,4915.3,EUR,Pending,N/A,West Kimberly
2651911b-9cbd-4d26-895c-beb84252409a,2024-08-05,GB90AOBD33562960822632,Transfer,4220.57,USD,Failed,N/A,Erikmouth
2d77a819-9d0c-4045-a64e-717b82d007ca,2024-04-02,GB40DQPU51828778953494,Transfer,2235.43,GBP,Completed,N/A,Rodriguezview
fbc9872b-6b31-45b4-a28e-273c78313398,2024-05-25,GB80XNWP88332958345519,Transfer,1246.59,CHF,Completed,N/A,South Melindaport
8378a1a9-ec10-4ce6-bb78-9f03ef9490af,2024-11-05,GB88TKQI93082874681757,Payment,3468.17,CHF,Completed,N/A,West Robinhaven
5393302a-09d2-4831-8fba-39da569660b7,2024-04-16,GB31EXIW91088919265026,Payment,946.44,EUR,Failed,Stewart Inc,Freemanmouth
ae261eef-0cb2-44dd-96bb-ce4be52d58a6,2024-07-30,GB02BBYM87196097308198,Transfer,4510.12,USD,Completed,Miller Group,Port Andrea
2c536f18-aad6-43f9-92ce-0698b23c78ae,2024-09-06,GB93RBDI81505259653263,Transfer,4002.4,CHF,Completed,N/A,Alexanderhaven
5edee7c9-99cf-4fe0-bb30-87ec361bb2e4,2024-11-03,GB67ODTZ15595438724110,Payment,101.0,GBP,Completed,N/A,North Jennifer
1cbdbe2b-8a7d-4f9b-8b6a-67e5e0f89b17,2024-03-21,GB20PXCK13647595714292,Deposit,1377.41,CHF,Failed,N/A,Johnsonland
229fb575-1f77-4348-815d-90f46ebe1954,2024-12-25,GB26QZLB25197406529955,Payment,943.82,CHF,Pending,"Rodgers, Gilmore and Chapman",Dannyburgh
4065e707-86a1-4dcd-ad68-1dc93de3804e,2024-02-26,GB94WHRL71005885642702,Transfer,4325.86,CHF,Pending,N/A,Jeffreybury
706460ca-3720-4b43-a690-fe55ee51cc7b,2024-08-01,GB45GLFT68422844488817,Transfer,3089.56,USD,Failed,"Hopkins, Martinez and Fowler",Port Elizabethberg
81ff513d-f49e-4cff-8b4e-a49759bf6bb8,2024-11-26,GB23CGTT39525278761302,Withdrawal,2409.3,CHF,Failed,N/A,Tammybury
1b845f79-259c-41df-8a31-f55432699d14,2024-12-29,GB70YYOA34396303523421,Payment,982.38,EUR,Completed,N/A,North Josephfort
a462630e-84c8-4a35-9880-e6aa33b69fbb,2024-07-31,GB91AEXC93430914824147,Withdrawal,4165.4,GBP,Failed,N/A,Port Blakechester
64f00b32-e21e-4008-97e4-53b011455b90,2024-09-15,GB12XPSM58550118062070,Transfer,921.67,EUR,Completed,N/A,Amandastad
84e7feac-c073-4ea5-ad01-794ce77ebad8,2024-06-19,GB56OZCS34188246054311,Payment,14.39,USD,Pending,Williams-Ramos,North Andrewchester
d63f22c2-cc18-4c22-9b41-30ae0025a572,2024-04-18,GB17DMJM83980428920106,Withdrawal,2607.9,GBP,Completed,Fischer-Johnson,Forbesmouth
0ca80ea2-e86c-49a2-822e-1462df474cab,2024-12-04,GB46MHWZ24984554084641,Payment,2020.59,GBP,Completed,N/A,North Jose
02adda5f-224e-4bb0-a6c9-06c5ff66b8a7,2025-02-05,GB51HONE94687826603489,Transfer,4197.29,EUR,Completed,N/A,Rachelburgh
856778b4-6214-41a1-992d-78ce50f9f21a,2024-06-18,GB16BAYF09841931332848,Deposit,2749.15,GBP,Pending,Collier PLC,South Stephanie
9e95fd29-ba08-47a4-960d-08352601141f,2024-06-23,GB61ZSXP55226134633252,Payment,1515.05,GBP,Pending,"Rodgers, Hernandez and Johnson",Crystaltown
8777a2bd-2923-4269-9c22-c983292e3082,2024-11-14,GB49WYFO04219428014580,Transfer,622.52,EUR,Pending,N/A,Youngmouth
58968595-5d39-4a60-861c-ecb6ac1924b0,2024-10-20,GB56HNGP64548917037233,Payment,2657.76,USD,Failed,N/A,Lake Jason
1acc7031-6d8e-4569-b719-fb9ab85cb369,2024-07-09,GB12LQXP56693037916517,Withdrawal,4367.41,GBP,Pending,N/A,Hugheston
a69b5421-d44f-4862-bbff-4cd3ba3e3862,2024-05-21,GB17OETG50023559023723,Transfer,3632.6,USD,Pending,Mann Ltd,South Scott
17e7cc4c-1ebe-41b7-a76a-a32a4e3b2259,2025-01-21,GB35YGOD74395185870482,Transfer,3701.13,EUR,Failed,N/A,New Cheryl
f28afb9a-68f5-4294-b0b5-127b111c778f,2024-09-13,GB64RLGM46510361114622,Deposit,4059.23,GBP,Failed,N/A,Port Jason
ae5d444f-4ecf-4705-ad36-ac3b406812e7,2024-06-16,GB57MXYO11254770499167,Deposit,3095.17,EUR,Completed,Richardson PLC,Bauerborough
d41eb4af-2a27-4fd1-ac2b-88d1c499c729,2024-12-14,GB28UMMH70038237463336,Transfer,2934.3,CHF,Failed,N/A,Laurenshire
fcb64b55-9151-4ab5-a3fb-8bbf5e52d8ed,2024-10-14,GB87QHOU76931881816310,Deposit,4231.5,CHF,Failed,N/A,South Paulaborough
