transaction_id,date,account_number,transaction_type,amount,currency,status,merchant,location
93b19fad-a6ad-45c4-87d7-89338ac916d4,2025-02-16,GB18OWUH94394124129305,Payment,4454.46,CHF,Failed,Kirby PLC,New Megan
bb6e1611-d498-4c33-8063-65049277bb5a,2024-06-13,GB14YNVL05755232416127,Deposit,2626.55,GBP,Failed,"Chapman, Gilbert and Willis",New Shellyside
9a6f699b-236d-4a80-ab91-53fca5629334,2024-03-20,GB56ZSWO09119515354792,Transfer,186.21,EUR,Completed,"Martin, Johnson and Carter",Brownberg
c7ff53bc-a1ec-4320-ae7e-cd90a9200d43,2024-12-13,GB23PEJT11233228276801,Deposit,4349.49,GBP,Completed,"Jones, Phillips and Wilson",East Kimberly
3a10d960-1720-428e-bcb3-a8323383669e,2025-02-01,GB59ZMOP78690785063758,Transfer,469.84,EUR,Pending,Patel PLC,Peterville
0328db70-f65e-4bf3-83e6-329a9d62ba1c,2024-08-16,GB90JEXN38813026554262,Payment,889.35,EUR,Pending,"Wood, Davis and Evans",Sharonside
d934d218-f706-4823-aa85-e16aa4cd91c4,2024-04-04,GB56MFVM84949111569386,Deposit,4731.36,USD,Completed,Duarte and Sons,Arthurville
404b46f1-246b-4715-9d9b-32b0326d2168,2024-10-21,GB97ZKCM64101252434213,Transfer,4442.5,CHF,Pending,Ramirez Inc,North Cassandraside
bfcef6f4-6799-4bb2-9a53-402a4780c5d1,2024-04-28,GB11HEOS64137599848001,Transfer,1072.48,CHF,Failed,Evans-Strickland,Carlsonport
21fff0b0-d96f-49e4-b1d3-0d18410a838d,2024-03-24,GB90FUSY77765938558858,Withdrawal,1312.36,CHF,Completed,Peterson LLC,Lake David
8a9c3efc-1453-48c3-994e-1257359ead0e,2024-05-28,GB48MIPT11945076150687,Withdrawal,2412.66,GBP,Pending,Price Ltd,East Jacob
bc8fe6c1-b8a7-4d6f-866c-84249a808ac5,2024-08-27,GB17MGCI72233887022966,Transfer,4361.25,CHF,Failed,Ali-Nunez,Lake Matthewport
e72f3629-a0ca-4164-9411-b7d0f3671701,2024-11-20,GB73KTJO36686865985626,Payment,4168.26,USD,Pending,"Macdonald, Thomas and Boyd",Gilbertport
caab24f2-a44a-4e72-8fc5-ca14523e7eb9,2024-04-25,GB03PHJI18531025065866,Transfer,113.89,GBP,Pending,Garcia PLC,Perezton
3cfbee2c-e0e4-4e95-b681-b3ae9832f324,2025-01-01,GB97VEMM58706317223729,Transfer,1241.55,EUR,Completed,"Santana, Martinez and Ellis",Lake Matthew
70413e9b-0cd7-4386-82df-3824af7ba22d,2024-02-28,GB97RAVO12418487489526,Withdrawal,3173.44,EUR,Failed,"Lawson, Valdez and Johnson",Leonardfurt
7508af74-5378-419c-9192-621bd8454842,2025-02-07,GB94WAMY42539657100448,Withdrawal,4959.7,EUR,Failed,Thornton-Dunlap,Jeffreyhaven
c71750cf-a449-4408-afc6-b9986e323c99,2024-11-20,GB69NJBS40864717781667,Withdrawal,514.89,EUR,Failed,Vargas Group,Andresview
26beb830-6507-4e9d-a30b-c258a0916f08,2024-02-24,GB06ADKN18432196659713,Withdrawal,1800.42,CHF,Failed,Weaver LLC,Jaredport
7e14b7b3-e74b-450d-a2bf-bff8669feb7b,2024-04-20,GB93DAFO46683102221637,Transfer,4948.5,CHF,Completed,"Lewis, Gutierrez and Watts",Colleenport
00c3d20f-f9ac-4598-a537-753367e8640d,2024-07-03,GB62XWSC92000097383709,Transfer,2179.84,EUR,Pending,Anderson Inc,Paulachester
ba1e1b2b-fdb8-46f5-b60a-4bf92d92a4e4,2024-10-04,GB32RGNX82949923678209,Transfer,1891.43,CHF,Pending,Bishop Inc,Port Heatherburgh
7f3b448a-a352-4618-94a2-af014d6281ff,2024-11-10,GB61YMGC15860247057185,Payment,3144.58,CHF,Failed,Scott Group,Jeffreybury
51b66da5-739d-4e31-b522-fb92efc6f38f,2024-03-01,GB95NIHX51359833660667,Payment,2012.64,USD,Failed,King-Parks,Chrisside
df2f4d69-f7d5-47ab-9f07-25bfee76134f,2024-10-11,GB67JMIV97730108663387,Transfer,1981.07,EUR,Failed,"Randolph, Moore and Rodriguez",East Keith
c5e64f0a-e527-4cf5-bef6-3a5a3b7c44fc,2024-08-28,GB59OGYN41999725911727,Withdrawal,2452.63,EUR,Completed,White Ltd,Jomouth
0e02aaa2-f92f-475f-b8df-93b94f1ba1f2,2024-08-29,GB15HIHO86701555396705,Payment,3727.59,GBP,Failed,"Hammond, Garza and Watson",Bentonland
c206ca97-6dfa-4aa8-898b-3d7c7d2410a2,2025-01-31,GB94OVFO61694208395963,Payment,529.39,GBP,Pending,"Chavez, Lambert and Phillips",Port Jeffrey
e232bdd2-1090-4f38-be12-5c6c41feb1d9,2025-01-29,GB11NXOW47554177850516,Deposit,1944.58,CHF,Completed,Brown-Fox,Garciabury
fc9bed4f-8a31-42b4-beef-96503e297738,2024-09-02,GB25PISH31378870628710,Withdrawal,4716.72,GBP,Completed,"Griffin, Mendez and Harris",New Jessicachester
57b8fdf3-9df9-4f50-b638-b933c883e270,2024-10-05,GB44NMRP14346770682971,Deposit,4843.77,CHF,Failed,Bowman Inc,Lake Monica
7798fb58-6d5c-4151-a4b7-5f55337af0ac,2024-12-20,GB72EEGE96700877819336,Deposit,2664.2,USD,Completed,"Thomas, Arellano and Harris",East Caroline
4f49a8e4-076a-4904-ba8a-39c1fb9b2636,2024-03-29,GB60EJSR89657287185904,Deposit,1470.55,CHF,Pending,"Randall, Davis and Goodman",Port Angela
52ddf70c-c37f-47db-8e48-2c2a9860e12f,2024-04-17,GB66PWVE71704213426393,Deposit,3021.65,USD,Completed,"Giles, Martinez and Acosta",Josephside
40c476ec-2c72-4edf-83f7-db489ca71d5a,2024-12-14,GB55ZMNP42509452758770,Withdrawal,3370.28,GBP,Failed,Rodriguez PLC,Lake Katrinaton
cecb6872-37dd-4d93-b325-09790df66ec8,2024-07-13,GB53CFOD43805341285376,Payment,1575.76,GBP,Failed,"Anderson, Carrillo and Hudson",Floresview
da500942-eca4-4377-8e16-813682b0757e,2024-12-06,GB02XNQX19968430461972,Withdrawal,1319.79,EUR,Failed,Combs-Davis,New Anita
75bf5c39-947f-44b5-b44d-3f4dd8ece4f3,2024-11-07,GB84IHXK03170946971953,Payment,3656.78,GBP,Failed,Garcia-Smith,Lake Chase
ac3f713f-cf9e-430e-9adb-4270b927e846,2024-10-16,GB94PNKW96839428686082,Deposit,1533.93,CHF,Completed,"Hill, Barber and Ayers",Port Katrina
489db3de-9d4c-4d06-a30f-e32dfe5c7a20,2024-08-16,GB09KJWO81863155562525,Deposit,4331.36,USD,Failed,Trevino-Torres,East Denisefurt
44846f07-4b0f-4871-926e-a26df1bf81fd,2024-10-13,GB67JPLO76461476428146,Transfer,599.58,USD,Completed,"Rollins, Fuentes and Garcia",Michaelborough
3cdc66e1-fca6-4ab2-ae23-7e6ad6941c0a,2024-10-24,GB11ZEEC47475621369282,Deposit,3731.64,CHF,Completed,Everett-Swanson,Sheriville
87f3ad5c-7e3b-4bc0-8188-b689bf36ada5,2024-09-23,GB83QHGV39548371190620,Transfer,3336.81,CHF,Pending,"Scott, Murphy and Burke",East Alison
f79e7271-0d7b-4953-8145-216d0d472435,2024-03-13,GB58GNAI04808300261553,Transfer,566.64,GBP,Pending,Stevens-White,North Ericburgh
b6d30f26-236d-4ad8-bbbf-081909bb89a5,2024-10-24,GB34GCSI80864915644029,Payment,4467.16,USD,Pending,"Mitchell, Duarte and Taylor",West Sabrinaville
2453d48d-0c5a-4204-a353-d66e6e7a38d1,2024-09-20,GB11MMWB86188173170207,Withdrawal,2645.22,USD,Failed,Marshall-Williams,Christianfurt
f19cc495-3986-4b66-8ce3-5d3eef14ddd2,2024-11-12,GB25FGVW15440223146897,Transfer,2940.58,CHF,Completed,Willis Inc,North Nataliehaven
49c9a94b-5451-4284-83ba-06167e9286af,2024-07-08,GB56NOYD04878192038754,Deposit,3446.68,GBP,Completed,"Duke, Parker and Hall",East Jessicaburgh
5393302a-09d2-4831-8fba-39da569660b7,2024-04-16,GB31EXIW91088919265026,Payment,946.44,EUR,Failed,Stewart Inc,Freemanmouth
ae261eef-0cb2-44dd-96bb-ce4be52d58a6,2024-07-30,GB02BBYM87196097308198,Transfer,4510.12,USD,Completed,Miller Group,Port Andrea
229fb575-1f77-4348-815d-90f46ebe1954,2024-12-25,GB26QZLB25197406529955,Payment,943.82,CHF,Pending,"Rodgers, Gilmore and Chapman",Dannyburgh
706460ca-3720-4b43-a690-fe55ee51cc7b,2024-08-01,GB45GLFT68422844488817,Transfer,3089.56,USD,Failed,"Hopkins, Martinez and Fowler",Port Elizabethberg
84e7feac-c073-4ea5-ad01-794ce77ebad8,2024-06-19,GB56OZCS34188246054311,Payment,14.39,USD,Pending,Williams-Ramos,North Andrewchester
d63f22c2-cc18-4c22-9b41-30ae0025a572,2024-04-18,GB17DMJM83980428920106,Withdrawal,2607.9,GBP,Completed,Fischer-Johnson,Forbesmouth
856778b4-6214-41a1-992d-78ce50f9f21a,2024-06-18,GB16BAYF09841931332848,Deposit,2749.15,GBP,Pending,Collier PLC,South Stephanie
9e95fd29-ba08-47a4-960d-08352601141f,2024-06-23,GB61ZSXP55226134633252,Payment,1515.05,GBP,Pending,"Rodgers, Hernandez and Johnson",Crystaltown
a69b5421-d44f-4862-bbff-4cd3ba3e3862,2024-05-21,GB17OETG50023559023723,Transfer,3632.6,USD,Pending,Mann Ltd,South Scott
ae5d444f-4ecf-4705-ad36-ac3b406812e7,2024-06-16,GB57MXYO11254770499167,Deposit,3095.17,EUR,Completed,Richardson PLC,Bauerborough
f5c7f764-be73-4472-8015-c6f4eed0a1cf,2024-05-19,GB91ZMOM70887670766502,Payment,60.42,CHF,Completed,Smith Ltd,South William
b793f6b3-fbc3-4e4d-a7bc-af878b977fc3,2024-09-07,GB91TCDY91278578509686,Payment,4496.66,EUR,Completed,Welch-Woods,Port Adamburgh
93152c9a-c372-486d-b2fa-88691c0b8258,2024-03-01,GB90HTXS34782994685842,Payment,1498.46,GBP,Pending,Edwards Ltd,East Natalie
6782c4b3-da6f-46a8-bf1d-72d154792fcd,2024-08-20,GB85NJBN00157487117820,Transfer,3148.89,CHF,Pending,Hopkins-Bailey,South Todd
e35ba0f5-bbb6-48fd-9106-a2d225e01e45,2025-02-08,GB26JJCF31234993847151,Payment,4511.9,GBP,Completed,Schroeder PLC,South Clinton
77b3602a-241f-4eb6-b94f-06a6c2ea0c2b,2024-05-05,GB50HWHE73195426589065,Withdrawal,4873.5,EUR,Failed,Jackson Inc,New Ashleyberg
687abe99-97c0-4647-9962-825045dfab11,2024-08-27,GB70OOJV04525214367003,Transfer,4944.86,GBP,Completed,Meadows-Stewart,South Samanthabury
7fa81dc8-4f5a-4043-93bb-3635f0e58d7e,2024-06-27,GB34HIOX52129763964272,Withdrawal,2512.56,CHF,Failed,Castaneda-Warner,Joshuafurt
1266701b-3f63-43c8-8b8a-77403bcc7910,2024-07-28,GB03ZWXA64806324177979,Payment,4618.84,CHF,Completed,"Russell, Maldonado and Perez",Katelynchester
b9ad39a1-d65f-453f-b071-c7a7298a9f39,2024-12-22,GB17WPTU35525615189634,Transfer,945.78,USD,Failed,"Hamilton, Harper and Lopez",West Hannahhaven
963df8bb-8575-4135-a417-178d0d47d031,2025-02-12,GB31EXAI17435275493707,Withdrawal,1603.95,CHF,Pending,Brown and Sons,Dyerton
2d79adf7-81fd-4be3-8765-071d9e4499ff,2024-03-24,GB89XYFE19797024018112,Withdrawal,3607.83,USD,Completed,"Blanchard, Miller and Jackson",Port Christopher
7939f1cf-a4a5-49c7-a498-e7d80071856f,2024-06-20,GB21DLBI62557590007867,Deposit,2979.71,GBP,Pending,Carney-Miranda,Nathanfurt
ba31434d-8ef8-4517-87b9-b0c6051142a8,2024-10-14,GB86TLHK96960161523189,Transfer,456.93,GBP,Failed,Smith Ltd,New Katelynberg
1c81cab4-66c3-4253-bf3b-538e39f4eca9,2024-10-20,GB83WLBK92083545834531,Transfer,889.79,CHF,Failed,Powell-Villa,Bellshire
8360f601-33cb-49b7-a131-b997dc76561d,2024-10-11,GB40HCXJ66706537719515,Payment,2641.23,EUR,Pending,Aguilar-Clark,East Lauren
ba83802e-f702-41e6-9148-b91570233faa,2024-06-20,GB17TPSN80213244191298,Transfer,1920.42,EUR,Failed,Chambers-Diaz,Lorishire
2dd99033-1983-4def-8e53-f8b126207589,2024-08-23,GB25KLYF24943393569017,Payment,725.48,CHF,Pending,Flores and Sons,West Scott
ed1fa795-8325-4be4-9c4a-4fcab4fe4611,2024-04-03,GB56WNFB85166504814303,Payment,781.84,USD,Completed,Anderson Inc,Chenland
32a300a0-1d50-45e9-a00d-88769f456d1f,2024-09-17,GB54PZAW07507236529475,Transfer,4026.71,CHF,Completed,"Macias, Russell and Torres",Brianfurt
a693872e-92dd-479a-9608-694ecdd98150,2024-06-24,GB74NXOK28987418390620,Deposit,858.91,GBP,Failed,"Potts, Bentley and Green",North Alanbury
97c9892b-b3b5-462d-b88f-049f344b1ed1,2024-11-25,GB46MQEO17615897058813,Transfer,1710.25,CHF,Failed,Garner Group,Tamarafurt
5d817395-4af4-44e3-a52b-b1fec46dd7e7,2024-06-19,GB91OFSJ45531616965593,Withdrawal,4664.85,EUR,Failed,Lopez-Davis,East Zacharyhaven
d4ade1c6-9a7a-43f2-91ad-be27ee126d52,2024-07-09,GB78RHPY34667947528017,Transfer,4216.46,USD,Completed,Garcia-Heath,New Lauratown
565a7bc2-8a25-4472-b700-ddae0f359c25,2024-12-31,GB42PELD14730451395152,Transfer,4198.47,USD,Completed,Jones Ltd,Lake Amber
4f541704-0423-46c5-9c6a-84a53b910065,2024-10-23,GB54HZIY07749178205023,Withdrawal,4967.53,EUR,Failed,Long-Poole,Williamsville
447ff972-41ed-4cf6-9f55-be0bc89980a3,2024-08-15,GB81VXMJ04127212735131,Deposit,3890.83,GBP,Failed,"Jones, Mendoza and Watson",Jerryberg
f72cadba-3366-4200-9c51-46a097620c01,2024-08-04,GB72RTEW09090911734955,Deposit,2039.37,CHF,Completed,Martinez-Murphy,Port Moniqueport
e43d902a-9c77-4f63-8bca-29e0596027fc,2025-01-21,GB75EAED75954191875953,Transfer,1309.93,USD,Pending,Nguyen and Sons,Tylerville
eb31f144-0431-4c8b-8769-8d812e9b0d26,2024-02-29,GB93QQQL79536597308537,Withdrawal,1534.39,EUR,Completed,Harris PLC,West Kennethmouth
882598a6-ad0e-4e0a-b748-5387d635928e,2024-10-01,GB19RTWC72487775589211,Payment,2398.89,CHF,Pending,Cobb-Gonzales,Anthonyfort
e92a6806-97a5-4f97-b355-69fa6b59f2ed,2024-11-27,GB98DRCT78477780162627,Deposit,1183.5,USD,Completed,Scott Inc,West Albert
a665c060-53d2-402f-b5be-ceb096ab31af,2024-12-22,GB55UBJA40881927358648,Transfer,4720.96,GBP,Completed,Ball-Edwards,New Matthewport
e146619c-dae0-4a2e-a8cd-7ce7fee820e7,2024-05-08,GB67XLLI95857669248608,Withdrawal,2437.55,CHF,Failed,Marsh and Sons,North Rodney
5063871b-0f76-4943-bb64-9fc5ea43458c,2024-04-18,GB67PXAE29220705674972,Deposit,3024.12,CHF,Pending,Thomas and Sons,Gailburgh
2729e891-928d-444e-8998-fade765e7375,2024-07-21,GB03UXMZ65494050522749,Payment,2780.85,EUR,Pending,"Chavez, Simmons and Bradford",New Melissafurt
5e1fd938-43ad-4db7-8f02-42ba90884e52,2024-08-13,GB44BTWT62374209603414,Deposit,1455.82,EUR,Completed,Williams Ltd,Port Gregoryland
25ef6c42-da36-4e71-bfcd-0925c34c840a,2024-07-27,GB19IBME94995678416957,Payment,1099.66,GBP,Failed,"Hubbard, Austin and Bryan",South Ryan
1a036433-3c7b-4911-897b-bae71dd64105,2024-10-02,GB84EARL93633675946876,Withdrawal,344.6,EUR,Completed,Gomez LLC,East Johnnymouth
b460b90e-1883-43c7-baeb-cdef14705ebe,2024-03-02,GB61SXMX55958584278960,Transfer,4272.64,USD,Pending,Gray PLC,South Roger
53be863c-aae8-4216-b29b-c23f54980bcc,2024-03-22,GB71TEZJ61901448966196,Transfer,3381.41,CHF,Failed,Tanner-Reid,North Deborah
176fa367-8cbe-4fc1-8e1d-8faf143f1c97,2025-01-23,GB33JNCO20332151565153,Deposit,3791.52,EUR,Pending,"Phelps, Gutierrez and Warner",South Vanessafort
fd637439-1e85-4b4f-948a-7da34acf4f60,2025-01-28,GB32AVBZ74981152602852,Payment,3351.2,USD,Pending,Curtis Inc,Kaitlynville
67b5b852-1c9f-4ab3-ac09-5b0cb38e03fa,2024-10-15,GB60FEWH85221188560924,Deposit,41.2,USD,Completed,Peters-Young,Lake Barbara
4a30652d-3461-4088-85e5-967b198638cc,2024-12-06,GB04IAAF02090634704534,Payment,3709.19,GBP,Completed,Garcia-Rice,Lopezside
a76b3163-59fc-4db8-afe9-c67d845b29dc,2024-09-16,GB22UINZ70732287808281,Withdrawal,2330.99,EUR,Pending,Henson-Vasquez,Annville
9e6b33be-19f6-4f20-8c12-f414dbc7b101,2024-05-20,GB40VDSU47397607648545,Deposit,4854.27,EUR,Pending,Arnold Inc,Blankenshipberg
0252af77-d52a-49ad-9680-9119dd244205,2024-04-19,GB65NMTT36348264847623,Transfer,636.14,USD,Pending,Hampton Inc,Susanbury
d5539f62-d5c5-479e-abfc-b969c362deee,2024-03-18,GB19MZXS11223288221524,Payment,2647.97,EUR,Completed,"Lopez, Bryant and Ortiz",Justinfurt
5c11a005-7e5b-4510-85c5-4eb567a85a93,2024-11-09,GB70AAYO85674338505337,Transfer,2382.76,USD,Failed,Woods PLC,Lake Lisafurt
ec5d9106-d7e9-489a-9a7a-ef0c8a9d6ec4,2024-12-28,GB33SMKS80195621403659,Transfer,766.29,USD,Pending,Washington-Brown,New Mollyport
44cba338-df61-418c-9842-d6056726cadc,2025-02-20,GB97NQDJ43739975805284,Transfer,1710.74,CHF,Pending,"Jenkins, Thomas and Torres",Stephaniehaven
3c2ec4d7-2a14-4c72-a415-f80eeacaf2fc,2024-03-09,GB73MTQW13144217412536,Withdrawal,360.01,USD,Pending,"Coffey, Porter and Sutton",Fritzside
a8e08cd5-8e64-4d55-8881-e3f7205716d2,2024-07-17,GB46UQGM80127451515830,Payment,2729.19,CHF,Completed,Peterson and Sons,Ginaport
050f9e55-1694-42a9-a395-b593836303e3,2025-01-26,GB81IVVQ32958070195215,Payment,658.65,CHF,Pending,Quinn-Ritter,Lake Laurenville
82f1e237-63be-426c-8b07-8222611a0077,2024-05-23,GB59BXUG96753320580004,Withdrawal,1290.09,EUR,Completed,Fuller-Ochoa,Jermaineborough
0fe1b169-f3b8-4800-b012-ca24a51a9961,2024-11-10,GB77XKIP16785346357929,Withdrawal,4454.02,GBP,Pending,Gates and Sons,Padillafort
2a60f9bc-9050-4835-b38a-7ad053abd633,2025-02-04,GB70NZBK91164775516802,Deposit,3284.95,GBP,Failed,Smith-Conway,West Tiffanyburgh
2f721e9c-7bf5-4f05-917a-eb38f23a625b,2024-03-20,GB98DNWQ52909640141042,Payment,1501.64,GBP,Pending,"Williams, Harrison and Brown",Lake Jeffreyfurt
f4061c26-00f6-4de2-8908-24431002740e,2025-01-01,GB25YZHF47984757595104,Deposit,4565.36,CHF,Failed,"Noble, Payne and Ortiz",Joshuastad
6095da04-ffec-416c-938a-400c85ab36df,2024-10-24,GB40BECR85496002454265,Withdrawal,905.64,EUR,Completed,"Gutierrez, Reed and Hampton",Fostershire
1b8f0a87-c89a-4e4b-9843-da50e8818b35,2024-07-26,GB35QTSA95539121582265,Deposit,4772.73,GBP,Pending,"Cooper, Howe and Jones",West David
eb08f8bc-b7cd-4633-a2c2-0e06d03a97c7,2024-08-24,GB60JAFM93204319153928,Withdrawal,4140.9,EUR,Completed,Reed-West,Swansonmouth
f929c829-55ab-44af-8435-d637c76289eb,2024-08-17,GB36NZTA99458500391346,Withdrawal,4236.97,CHF,Failed,Ramos and Sons,Jacquelineport
b9ead004-6600-4d94-b759-b42413cddaa9,2024-08-28,GB86YOMB44692854296214,Deposit,331.5,EUR,Completed,White-Jenkins,Rodriguezchester
41bc9215-6230-429f-b35d-11e2534a5d1f,2024-03-15,GB64OUPP03838843939863,Withdrawal,2494.09,CHF,Pending,"Gray, Bryant and Richardson",Clarkmouth
fefc347f-6ea5-4a1c-9f6a-57899e1b008e,2024-10-27,GB73JBSH74334241208445,Transfer,2204.98,GBP,Pending,Wilson-Phillips,Hansenfurt
eb44c207-e59e-44ff-8e77-f35ca57d2d1c,2024-07-18,GB62XQHQ83759161427618,Payment,2812.36,CHF,Pending,"Washington, Vazquez and Aguirre",South Anthony
9f69261b-9b00-4931-b3a7-ca4bf4a27283,2025-02-21,GB29ZVKD17992970326193,Deposit,2689.53,EUR,Completed,Weaver LLC,Hannahchester
f398cd3b-16e3-4bff-8d4b-8c5b39aa19b6,2024-12-11,GB89XGOA50791872857359,Transfer,995.72,USD,Failed,Wise-Ramsey,Paultown
1a548bab-f3d1-4237-b928-bdb5f220c56c,2024-03-08,GB82RRKX58106641670536,Payment,4004.36,EUR,Completed,Burke-Mccormick,Jimenezland
f4a76111-add9-4257-8c25-dd1117c5835e,2024-09-10,GB85ICAR63578038276568,Withdrawal,1872.31,CHF,Completed,Dunlap PLC,Johnburgh
c7b2007e-e9d2-41f8-ab87-095588dd3f61,2024-05-30,GB67LGXH08377272318651,Payment,952.63,USD,Completed,"Lewis, Powers and Owens",Port Jeannefurt
1fd77ab7-d2c1-4930-a913-a4a779bbf300,2024-03-24,GB29XJYG30667215743807,Deposit,1012.08,USD,Failed,Simpson Ltd,Frankport
aac2be65-93f6-4da6-a8c4-234674dbf22b,2024-11-24,GB49CQDL54898881211242,Deposit,4677.08,EUR,Pending,Smith LLC,Port Charles
13cb5d5c-85fb-49a0-80b6-7bc223765525,2024-03-18,GB39AZYR75809107113002,Deposit,3819.64,EUR,Failed,Martinez PLC,East Laura
65944970-dcef-4b14-ae67-944d463a34fc,2024-03-08,GB56IEAH95857828560858,Withdrawal,982.68,EUR,Completed,Allen-Wheeler,Port Stephanie
28fed6ae-2d63-443a-9c77-8d2bfdfc38c3,2024-12-24,GB15JOOL88630183254945,Deposit,899.85,CHF,Completed,Brown Inc,Flowersborough
f6679a9b-a839-4b9e-908d-5cf98566a88b,2024-11-21,GB18BESW70227033801187,Deposit,2199.36,EUR,Failed,Chan Group,Marcusville
befd6b9e-9185-494d-a732-12cfb7496846,2024-12-23,GB90VRID06151112781600,Withdrawal,2652.4,EUR,Completed,"Christian, Andrews and Brooks",Hahnville
be9e36fd-6b93-44d8-bc3b-67b6325e1288,2025-01-19,GB06BGLX79131035663037,Transfer,56.76,USD,Pending,Johnson LLC,North Alexbury
f31a7f6d-43ee-4e32-bdbf-80875a0a277f,2024-12-25,GB88RCRZ00617724687003,Withdrawal,949.02,CHF,Completed,Jimenez Inc,Jacksonmouth
75c0e9d0-362b-40f9-a553-e76a029d34e8,2025-01-13,GB91NBUH02768555142093,Deposit,2701.38,EUR,Completed,"White, Scott and Harrington",Velasquezchester
28eb9296-b60a-424a-9597-1bd396ea9eee,2024-12-27,GB82GBZM91469653191336,Payment,979.81,CHF,Failed,"Clark, Avery and Richardson",Port Greg
35d1ba8a-9331-4f56-870e-f844985284bb,2024-03-03,GB51GPWR55985576713702,Payment,1863.76,EUR,Completed,Brown-Carlson,New Shannonside
462227a1-3bfc-45e5-bc4e-69f32a897a79,2024-11-10,GB81ULGP16169305391317,Transfer,3789.12,EUR,Pending,Willis-Adams,Bartonbury
34ff27b3-0255-407b-a953-9389abdda43d,2025-02-19,GB27JDUQ30670437104350,Withdrawal,1724.28,GBP,Completed,Wall-Ramos,Melissaview
